Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
50442,-0.700894177,0.721583884,2.184220996,-0.502599808,0.082540945,-0.267556889,0.401187836,0.123529431,-0.299676753,-0.851580307,-0.241306251,0.33329556,0.634114179,-0.173891429,0.851200497,0.404361298,-0.545079928,-0.555858947,-1.222233784,-0.074521626,0.039556044,0.076115226,-0.079654998,0.098208571,-0.257042995,0.087933741,0.077635396,0.110736362,5.99,0
50442,1.175160877,-0.017532331,0.717646574,0.819680689,-0.662538013,-0.3893618,-0.225430496,0.025287621,0.32510642,-0.046893353,1.116522241,1.295509742,-0.05855992,-0.008652458,-1.129947183,-0.235238402,-0.094386415,-0.15128118,0.400264655,-0.118234111,-0.024257991,0.156074134,-0.073801041,0.613038207,0.534556049,0.407713341,-0.017933336,0.002480746,2.99,0
50442,-0.839091,0.798710895,2.065382706,2.050031939,-0.135776846,0.208174044,0.928432474,0.19515787,-1.211577399,0.135443923,0.666307196,0.080032935,-1.172116334,0.245133704,-1.513661624,0.243605021,-0.297423362,0.095968605,-0.173359298,0.095755309,-0.021827911,-0.263040323,0.078357243,0.480036784,0.059113919,-0.143243882,0.033953567,0.103642131,107.14,0
50442,-1.223498386,0.762505326,1.972650119,1.615411007,-0.149377003,-0.008400477,1.016057905,-0.034160053,-0.521055666,-0.013606816,-1.184239539,-0.338586559,-0.616550039,-0.313312301,-1.200371285,0.649550708,-0.606942704,-0.567262806,-1.228699716,-0.438326501,-0.303342899,-0.746194207,0.198816449,0.315735797,-0.284638279,-0.492298306,-0.043393038,0.093273964,115.61,0
50443,-0.113316122,0.390914214,-0.292246214,-2.643699327,0.177928442,-0.397829037,0.301826635,-1.799897352,0.618041484,-1.281165199,0.467212427,0.793821213,-0.499798913,0.844836519,0.322973668,0.099649675,-0.809530801,0.192009047,0.924492885,-0.432148603,1.15518252,-1.686674157,-0.405658563,-0.851314509,1.032053881,-0.297561987,0.173436292,0.163713628,97,0
50443,-0.515832571,1.090273749,2.288384345,1.910171229,0.112582319,-0.236991353,0.698433761,-0.043919212,-0.837575669,0.544381514,-0.140171765,-1.112813589,-1.913160001,0.315900993,0.842118472,0.276896417,-0.190503497,-0.751297156,-1.294341253,-0.202846413,-0.210361971,-0.664115555,0.096643526,0.484270873,-0.54723812,-0.40891157,-0.23717072,-0.156532744,3.92,0
50445,-0.686518957,0.72398197,1.528782382,-0.392009472,0.366778744,-0.39648739,0.642425476,-0.065494769,0.119680942,-0.811535198,-1.402945691,0.343264265,0.464734291,-0.513408149,-1.17218201,-0.059602836,-0.440365421,-0.400310687,-0.307391142,-0.137554888,0.004377144,0.161779181,-0.316332977,-0.050313085,0.103987952,0.245368287,-0.060763328,0.125873331,0.99,0
50445,-1.064839154,0.676212504,2.093637516,-1.05705383,0.533603194,-0.050712145,0.732191576,0.244095461,-0.390004311,-1.151849635,0.985335643,1.122419416,-0.08043577,-0.126989084,-1.838760132,0.168647489,-0.55862668,-0.731677975,-1.349885892,-0.219289565,-0.118008224,-0.328954111,-0.277780733,0.029759908,0.473115719,0.01197258,-0.022598909,0.034167718,3.92,0
50445,-1.177437077,0.340781482,0.972815852,-1.780180527,0.965253421,0.637382174,0.542570143,0.233770151,-0.18574047,-0.629125656,-0.266942544,-0.60417457,-1.131713548,0.371855775,0.36843966,0.952580565,-1.124682135,0.332921732,0.059419235,-0.185773051,-0.114593612,-0.541213512,-0.415084656,-1.683198144,0.303945579,0.930510878,-0.330386434,0.08036097,53,0
50445,-1.016074941,2.153525545,-0.464710722,0.782341234,0.688795741,0.409579247,-0.689251186,-2.174048223,-1.479269775,-1.483358955,0.568723417,0.778618667,0.864655806,-0.719382622,0.33853555,0.99904969,0.71161357,1.694188881,0.73080167,0.662699575,-1.165307386,0.627409335,-0.100011124,-0.973758167,-0.146770746,-0.296252846,0.036106974,0.155915099,1,0
50446,-0.67635815,-0.128326367,1.346118045,-1.857059827,0.082720301,0.08017158,0.212514421,0.23381357,-1.691384179,0.04285338,1.581687862,-0.263571941,-0.458578029,0.137238129,-0.110358326,0.747393425,0.396077504,-1.625086639,-0.400808689,0.117103094,0.446428126,1.041534936,-0.09931277,-0.267468859,0.02008803,-0.230468198,0.077095508,0.092386761,54.49,0
50446,1.29558158,0.061187136,0.279932127,0.684818433,-0.154891562,-0.110319283,-0.10005588,-0.09507263,0.55350424,-0.23317155,-1.397386696,0.626076035,0.889068363,-0.40348478,-0.429137035,-0.160586725,-0.260876161,-0.39145202,0.499178693,-0.056532458,-0.137714848,-0.090334388,-0.197220325,-0.372255475,0.727122535,0.488338689,-0.010558531,0.003080029,1,0
50446,0.868772198,-0.372246754,0.268222296,0.651720087,-0.453996514,-0.279609925,0.103346619,-0.001157053,-0.230083806,0.019322767,1.785042395,1.084210081,0.095538361,0.524424431,0.535247579,0.049178254,-0.286576401,-0.24381498,-0.446050015,0.189361625,0.229792175,0.361508595,-0.171760081,0.279574301,0.33836372,0.412015862,-0.05091262,0.026490712,157.8,0
50447,-0.08850044,0.344613975,0.083309469,1.796230226,-0.589960924,-0.130836239,-0.550510916,-2.812811981,-0.392884452,-0.523369161,-0.925057892,-0.181403011,-1.454134971,1.048803888,0.424562591,-0.49562273,0.386963657,-0.072039786,0.47670491,0.927061172,-1.125100959,0.469335586,-0.170671161,0.39169861,0.374958725,-0.201266884,0.133224826,0.333897941,198,0
50448,0.947667587,-0.271531933,0.283947983,1.368071912,-0.351900154,0.131773287,-0.049843809,0.220960756,0.319388556,0.060375086,0.824672584,0.172418139,-2.170964919,0.674832621,-0.566616465,-0.421584329,0.127122074,-0.221644519,-0.092381874,-0.123074068,-0.018726103,-0.153180016,-0.129997859,-0.010694377,0.533912414,-0.333033725,0.006250763,0.0171879,97.92,0
50448,-1.162384192,-0.278169841,2.075958096,-0.858943176,0.284548315,2.308896754,-0.023950363,0.76944083,-1.502597868,-0.210851888,1.318555347,0.936456278,0.652288187,-0.218041866,0.087699248,-2.285679265,0.516326834,0.145218219,-2.772013956,-0.344784652,0.03671366,0.568117997,-0.019345723,-1.360328384,0.304947965,-0.180777664,0.123863367,0.058459113,111.5,0
50448,-1.357417781,0.293185858,1.667633986,-2.940499612,-1.021758291,-0.456799525,0.107913676,0.663537673,1.55173868,-2.375492771,-0.822730172,0.607321662,-0.602129141,-0.142845403,-0.056802315,-0.202602531,-0.073614404,-0.438752896,-1.0416668,-0.107032518,0.053856236,0.199412645,-0.016907867,0.093328605,0.264922061,-0.302552416,0.184129167,0.091904253,75.31,0
50449,-2.111322681,-1.807283444,1.998229494,-1.053947002,-0.853028118,0.032783185,-1.210936607,0.987139941,-0.430475811,-0.56623784,0.428125091,-0.052173265,-1.335495576,-0.417782293,-2.242270334,0.736112893,0.935564825,-1.079170154,0.112490906,0.454246278,0.578288933,1.011960736,0.028457665,0.263796972,0.215474313,-0.162726423,-0.023049886,-0.173273335,137.04,0
50450,1.108488141,-0.598110606,1.453960374,0.182074454,-1.142804656,0.87879192,-1.273744219,0.498858618,1.220301113,-0.271810133,0.776987433,1.054637172,-0.056551198,-0.504505882,-0.123703187,0.285033568,-0.235369151,0.24139052,0.040727997,-0.081164171,0.18671668,0.801790019,-0.082685188,-0.198927942,0.15472072,1.010299733,0.020773095,0.007916697,11.4,0
50450,-0.705589023,0.110784837,2.106769866,-0.954630819,-0.519285751,-0.033933328,0.10359638,0.219453074,-0.849483548,-0.195222095,-1.293661744,-0.964408779,-1.612232007,-0.143533799,-0.676879728,-1.906302873,0.495283754,0.628018614,-1.413832217,-0.646412988,-0.409207109,-0.624239406,-0.237572501,0.030084267,0.321980183,0.363747778,0.032341508,0.051268467,10.49,0
50451,0.92508339,-0.872604744,0.991253664,0.179313814,-1.163973947,0.418553016,-0.77962554,0.383339929,1.116648851,-0.339219076,0.91496481,0.697931566,-1.342851147,-0.062168876,-0.603021604,-0.144122234,0.244761885,-0.4196626,0.373146964,0.033269684,-0.106318708,-0.341738794,0.020965784,0.076326696,-0.045807509,0.947666114,-0.048641289,0.016146782,111.84,0
50451,1.258652574,0.032949296,-1.321229913,-0.042592207,2.236631013,3.299036375,-0.332207848,0.758832277,-0.155839925,0.064728705,-0.16171136,0.029547951,-0.019232136,0.529966435,1.106964512,0.376626968,-0.926492016,0.294152813,-0.00539396,0.024891839,-0.012535537,-0.187025836,-0.153899889,1.005102836,0.840000299,-0.315118033,0.012261022,0.017273995,25.65,0
50451,-1.743558822,-0.707944206,2.833840338,0.209167265,0.855780198,-0.18330113,-0.680666048,0.304592355,0.277563571,-0.149339895,1.116917601,0.138774027,-0.913818504,-0.131651721,0.59727708,0.869069588,-1.096029984,0.797634732,-1.511517063,-0.159929951,0.354638694,1.033008525,-0.279264627,0.017941581,-0.081145305,-0.419377016,-0.127638431,-0.027938979,23,0
50451,-0.842119025,1.008363978,1.663545306,0.588934547,0.02032691,0.608255778,0.181485946,0.141920325,-0.314973775,0.274260171,1.205791248,0.761638898,0.4573724,0.053517587,0.961787092,0.061860229,-0.52121521,0.389612456,0.38091417,-0.086575483,0.18388107,0.433979295,0.03930941,-0.315346697,-0.702129199,-0.535763304,-0.314010197,0.183703004,18.35,0
50452,1.473227195,-1.028886707,0.407806267,-1.36484077,-1.406354691,-0.572119457,-1.013149311,-0.089631207,-1.78625137,1.408479262,-0.32593373,-1.014147964,0.060393293,-0.195426323,0.864396958,-0.674880845,0.811911313,-0.440204682,-0.601244391,-0.384691115,-0.190582909,-0.142973238,0.067995007,0.039603303,0.299634086,-0.175264038,0.043499362,0.016900487,15,0
50452,-0.987548481,1.491828214,1.998387022,2.697452881,0.480417744,0.732400449,0.52044868,0.227349728,-1.1684561,-0.130485516,0.278756347,0.1319905,0.324599962,-1.413533744,0.33022878,-0.581439206,1.699458975,-0.977627633,-0.396195687,-0.022652915,-0.1905012,-0.388153555,-0.020167511,-0.010573385,-0.010877211,0.01735486,-0.122034366,0.093740912,12.1,0
50452,1.153437765,0.291437439,-1.060590384,1.320345212,2.439759925,3.599544259,-0.165984811,0.826273554,-1.055343482,0.70547012,-0.179368901,-0.155288546,-0.021209718,0.572272513,0.62446367,1.007164741,-1.078372175,-0.372430352,-0.380984933,0.070395418,-0.511490284,-1.864278545,0.18846674,0.911725026,0.275152396,-0.479878144,-0.026464516,0.03024795,54.22,0
50453,1.141799738,-0.452425707,0.222592798,0.051938431,-0.063978306,1.110733714,-0.71679562,0.433805651,0.564055634,0.040189005,-0.206517743,-0.361071502,-1.033002282,0.394386252,1.244918475,1.141075982,-1.089082595,0.800604689,0.200299603,-0.01509147,-0.019129851,-0.233470034,-0.168711356,-1.710508858,0.208963076,0.509315397,-0.0167725,0.002601646,64.88,0
50454,1.279118279,-0.203040456,-0.665726608,-0.535199883,1.690874377,3.532611603,-0.918379864,0.932638952,0.244996172,-0.024028753,-0.086374753,0.059407487,0.149657678,0.192796192,1.496718687,0.900183729,-1.044023472,0.312067182,0.047860028,0.039196778,-0.139292844,-0.548287152,0.056369578,1.010879403,0.320542368,0.228751372,-0.00401629,0.019840856,6.42,0
50454,0.314222805,0.575270848,0.839595942,0.233970123,0.147217004,0.263255443,-0.034256277,-0.896660314,0.180982402,-0.509937574,-1.520872774,0.875454246,1.535225557,-0.481334871,-0.623225662,-0.139739275,-0.33754116,-0.375725473,0.482628589,-0.117747143,0.638561027,-0.318528527,-0.341242731,-0.550709373,1.043617267,0.523579646,0.150449298,0.206619536,1.69,0
50454,-1.159827668,-0.108337171,2.997244824,-0.465973748,-0.967665069,0.274187275,-0.391249103,0.599733209,1.175336813,-0.922650902,0.113401622,0.34163146,-2.09641247,-0.705994564,-2.655089303,-0.211943542,0.265753513,-0.00692132,0.475625749,0.06376771,-0.158874989,-0.183723287,-0.151334944,0.588213953,0.219640149,0.947307762,0.226143634,0.112862392,33.65,0
50454,-0.490641606,0.768853776,0.841382865,1.024092814,1.012504193,0.785458385,0.561085021,0.185137142,-0.249820705,-0.117557353,-1.814226652,-0.100347775,0.470327097,-0.130053053,0.288037355,-0.829283643,0.10182589,-0.253258289,1.244406952,0.308632824,-0.092030303,0.02920661,-0.233813823,-1.297258829,0.127855402,-0.13878662,0.414625511,0.196712616,33.7,0
50455,-1.327792489,-0.653326825,1.476433589,1.589608407,1.19830702,-0.325937056,-0.207449756,0.348667678,-0.463292584,-0.046901091,0.891644848,0.437905625,-1.086675784,0.488911979,-0.340619681,-0.990721204,0.451031826,-0.003917429,1.048417786,0.411492749,0.194761963,0.248728704,0.22603029,0.008910096,-0.13386754,-0.257190018,0.109879956,0.160409794,69.98,0
50455,1.166579286,-0.325157125,1.096008325,0.682415618,-1.008913024,0.173988106,-0.846649001,0.332793581,0.934792623,-0.022801637,0.396820239,0.174330584,-1.570737078,0.084969292,-0.302277249,0.530741477,-0.455770622,0.562743143,0.386521022,-0.186325588,-0.082068938,-0.147789768,-0.000410832,0.002596164,0.216250519,0.325267236,0.002800011,0.009851013,5.99,0
50455,1.129968417,0.444254409,0.821809816,2.441411079,-0.21218488,-0.039841462,-0.109277811,0.143742148,-0.486047835,0.651453865,-0.488411603,-0.649926757,-1.286757432,0.538874511,0.993802265,0.609427491,-0.316444676,-0.767091926,-1.263584239,-0.26257963,-0.284213299,-0.940786885,0.233650944,-0.024424127,0.048460634,-0.294434968,0.005915393,0.0258652,5.3,0
50455,-1.090520811,-0.757122313,2.844846743,-1.540756069,-0.551409489,-1.158070852,-0.910499323,0.120278628,-0.849358283,-0.141877889,-0.182230211,-0.354595934,0.990675506,-0.875632266,0.527813198,1.754928564,-0.249457069,-0.731987193,-0.673139572,0.324605202,0.608289659,1.427380682,-0.108474626,0.771530423,0.063058518,-0.223692824,0.085481745,0.127844722,15.99,0
50455,-0.42903685,1.068542017,2.109829697,0.839258315,-0.117044089,-0.343048884,0.481859664,-0.02241252,-1.304027,-0.026155707,1.847417506,1.181403771,1.18972367,0.272815588,1.006309687,-0.357289999,0.014496899,0.148718755,1.942680819,0.292478882,-0.114152394,-0.318077934,-0.125158316,0.575048807,-0.110636776,0.345506924,0.059959819,0.077610309,1.98,0
50457,0.877659774,-1.305128813,1.561016081,1.10373317,-1.959147837,0.538623888,-1.244312169,0.371954386,0.417141389,0.481737741,-1.085722503,-0.288701274,-1.283508348,-0.52044323,-0.329444982,-1.919515689,0.708735248,0.966033442,-1.402339467,-0.391877761,-0.248207213,-0.267661045,-0.027133587,0.36114365,0.154319416,-0.268717523,0.098947571,0.066759695,156.06,0
50457,1.083068267,-0.042310472,0.227714026,1.237411937,-0.070798761,0.314692856,-0.084083816,0.215325268,0.237835783,0.066365785,0.657273087,0.451375663,-1.393200596,0.49669114,-0.630304792,-0.368554449,-0.034748755,-0.216970177,0.043915599,-0.183675136,-0.066837717,-0.122694544,-0.127957106,-0.319778628,0.623379424,-0.309111285,0.021550695,0.005367365,39.98,0
50457,-1.201304891,0.129528574,1.277062834,0.255849992,1.289167671,0.591291427,-0.208519733,0.181332315,-0.576342354,0.147080008,0.479982588,0.581984739,1.000665758,0.07208095,1.163136934,0.193843532,-0.599091295,0.387846349,1.406804799,-0.127075404,-0.077370455,-0.041054439,-0.483482442,-1.266923274,-0.23798878,0.433209465,0.001974429,0.060182001,35,0
50457,1.131028043,0.032686185,0.2577859,1.220130452,-0.057665518,0.295634104,-0.120811429,0.223854867,0.251333925,0.080159452,0.646507681,0.414974011,-1.466881131,0.505035091,-0.626819692,-0.369459349,-0.030720448,-0.214695732,0.051729927,-0.239569185,-0.082589755,-0.113869302,-0.105638685,-0.335660983,0.629738419,-0.305648295,0.025917643,0.000748955,14.99,0
50458,-1.111466791,-0.087723983,1.298953498,0.397926804,0.778516478,-0.482406599,0.573041997,0.182782045,-0.252197751,-0.53902175,0.159768587,0.130864051,-1.445946215,0.359650708,-1.557753241,0.074524477,-0.580849112,0.370608204,-0.171181891,0.091120664,0.098160504,-0.0086167,0.056516431,-0.03396624,0.10999718,-0.54337782,0.065348032,0.140408154,84.95,0
50458,-2.488496434,-2.401080783,0.848436565,-1.531659609,1.084172689,-0.680910163,0.589348125,0.162709455,-2.032491917,-0.254218699,1.613677889,-0.148095388,-0.280432212,0.353351095,-0.425527708,0.642632762,0.403662936,-1.740969342,-0.673703458,1.171494194,0.687576635,0.704340586,0.725858034,-0.301113913,0.881523184,-0.186478905,-0.176580743,0.081549409,353.17,0
50459,0.866669043,-0.274743433,0.360534876,1.431041174,-0.360000913,0.060282294,0.097299258,0.11801169,0.086116931,0.00207796,1.25154767,0.997138482,-0.780587535,0.412460658,-0.73309735,-0.543646412,0.121861043,-0.455907567,-0.190747423,0.03244136,0.032325169,-0.017397446,-0.152403232,0.236220825,0.541648103,-0.354291128,0.009199333,0.028413492,132.88,0
50459,1.170563829,0.025623751,-0.085396565,1.087537958,0.226796022,0.349984415,0.049636772,0.075460973,0.157046984,0.080618846,-0.15574249,0.585086048,-0.293078106,0.234358832,-0.92208398,0.126058882,-0.67130558,0.393146732,0.709836051,-0.048719645,-0.134094619,-0.31958739,-0.279483397,-0.823464349,0.836831998,-0.290727911,0.00854734,0.003659818,47.98,0
50459,0.831083731,-0.381295284,0.201294605,1.5381456,-0.364523631,-0.130593611,0.261128265,-0.029775945,0.3508402,-0.189484389,-0.624402406,0.2547634,-0.630526766,0.210335798,-0.01408472,-0.675515297,0.29900833,-0.877808655,-0.419232212,0.127133655,-0.003371245,-0.19086985,-0.207656785,0.089203634,0.581935442,-0.329433574,0.003813373,0.044942472,180.92,0
50460,1.2419035,-1.670168348,0.977733847,-0.992414284,-1.68543209,0.953881344,-1.542472891,0.341971809,-0.910885908,1.10998914,0.278963998,0.655839449,0.499421062,-1.22565248,-2.786001156,-1.467366136,1.375762448,-0.664648709,0.749262488,-0.236515414,-0.521936642,-0.814358029,0.039732024,-0.295496946,0.268853826,-0.316982198,0.08567013,0.021248987,77.55,0
50460,-0.712918896,0.739550986,0.981976819,0.592413591,0.493861481,0.396955809,1.447036208,-0.159561812,-0.983991553,-0.544702009,-1.535100659,-0.130195436,1.347218806,0.049377086,1.14196479,0.056537043,-0.704818938,0.49737514,1.001954858,0.531021711,0.106824784,0.081883533,-0.175486657,-0.98755667,0.8061512,-0.117404381,0.018669066,0.075707007,169.5,0
50460,1.063431934,-0.016225992,0.468903862,1.424492827,-0.529204038,-0.462143437,0.027893673,0.033662382,0.193761128,0.101857266,0.924456679,0.578420538,-1.398937704,0.49043647,-0.927617269,-0.233413718,-0.122301933,0.051988925,0.196610013,-0.139064008,-0.05068058,-0.13935204,-0.104511259,0.513784299,0.622189872,-0.372829846,0.003832651,0.016457519,52.98,0
50460,-1.67095335,0.334149618,1.056679282,1.47106791,0.281047459,-0.098972484,0.66093397,-0.03713841,0.163878176,0.476037377,-0.588903218,0.011978006,-0.365157978,-0.121122725,0.376578427,-1.1532612,0.57748195,-0.690647278,0.789833164,-0.228313594,-0.208890913,0.281223462,0.261983026,0.10484769,0.061702541,-0.208385914,0.457542375,0.2781698,85,0
50460,1.010462396,-0.100280964,0.429392508,1.381243153,-0.371418543,0.00358873,-0.061762918,0.186467757,0.230678927,0.063405243,1.099074263,0.518977667,-1.68992861,0.574038505,-0.645182361,-0.512353833,0.171654092,-0.362427519,-0.161407188,-0.178083756,-0.023180677,-0.049934817,-0.07616178,0.195140966,0.538362609,-0.342733523,0.017593778,0.013327509,57.97,0
50460,1.011519003,-0.020664452,0.448818451,1.36819087,-0.267684969,0.038245827,0.01193131,0.12570989,0.063643121,0.030893008,1.285722764,1.103979203,-0.587251085,0.3543697,-0.765197178,-0.563220726,0.107829295,-0.496612017,-0.168220581,-0.106846772,-0.010682616,0.039061329,-0.088867301,0.238036517,0.576143018,-0.346995505,0.024702643,0.015815978,57.98,0
50460,0.996809419,-0.12104686,0.195888824,1.265254309,-0.035237001,0.352192713,0.036383038,0.152764272,0.096920616,0.019104828,0.810659854,0.929573684,-0.489522303,0.328629812,-0.722914022,-0.404633973,-0.084596717,-0.317638672,0.023499123,-0.034669571,-0.029279003,-0.073087453,-0.178361801,-0.292947762,0.637165245,-0.316910982,0.018905102,0.015124505,84.97,0
50460,1.100023416,0.182099287,0.433546997,1.279668357,-0.028309961,0.162509077,0.039499083,0.07883775,-0.099021599,0.013836914,1.30662346,1.672796535,0.639577704,0.095316615,-0.88727548,-0.565207514,-0.035775671,-0.58523432,-0.087195842,-0.10137993,-0.033286029,0.120570604,-0.095750635,0.049932734,0.657618288,-0.333621429,0.039537135,0.009566351,19.99,0
50460,-0.532036689,0.689165144,0.72310015,0.8373789,1.254654537,1.296159665,0.463989932,0.343205942,-0.515063334,0.04441614,-0.377985373,0.579066612,0.63010024,0.011283246,-0.407666597,-0.545353981,-0.278895996,0.328872237,1.655601289,0.357170175,-0.055533472,0.094796366,-0.274915891,-1.675080239,0.150553162,-0.136628333,0.409333767,0.184336859,38,0
50461,-7.12693079,-13.45218659,-3.142379173,6.007060743,-5.255073283,1.538065713,4.869148227,-0.882398982,-0.413310415,-1.325215921,-0.768898797,-0.53126553,-0.088884405,0.965140349,1.755299877,1.919772964,-0.744268901,1.471879823,-2.779355167,8.504051628,2.807709811,-1.671435778,-3.776550153,0.57455565,-1.355403072,-0.341074763,-0.767824405,0.783271053,4275.58,0
50461,1.0731369,-0.083260314,0.214933764,1.244829039,-0.106483315,0.308299849,-0.100807175,0.233595545,0.289405662,0.074150091,0.598597871,0.268372426,-1.73679091,0.566381879,-0.591878788,-0.351734635,-0.014914921,-0.173679702,0.044641265,-0.195543707,-0.067762728,-0.153551177,-0.128238098,-0.328953213,0.609884088,-0.308491224,0.018352098,0.005499855,44.99,0
50461,-1.0903528,-0.085932234,1.24373884,1.357666685,0.833300484,0.149435894,0.133702974,0.37997442,-0.335095369,0.105809248,0.59300962,0.212773622,-1.213662588,0.447506683,-0.309072445,-0.883463556,0.33107372,0.102481285,1.132949779,0.442170538,0.087856629,0.184245255,0.119699702,-0.336843333,-0.050607698,-0.218547337,0.366474336,0.209130221,77.95,0
50461,-0.991145672,0.820245658,0.873503314,1.233072188,0.018802668,0.444350869,0.090789319,0.772698936,-0.520890421,-0.14953918,0.425954424,0.259822811,-1.314306886,0.767211828,-0.353134907,-0.741012919,0.499134225,0.130253331,1.127588634,0.117352383,0.066002992,0.188464219,-0.049677671,-0.320045404,-0.080835933,-0.217878947,0.283569738,0.091590275,47.99,0
50461,-1.802915356,1.252736126,0.727665897,0.340567072,-0.542631044,-0.18704947,0.494816414,-0.52344084,-0.191988915,-0.266181698,0.649687362,0.85455293,-0.801806677,0.399577106,-1.710309832,0.031644589,-0.265895267,0.073973205,-0.377947318,-0.74120984,0.857705963,-0.038887218,-0.008164562,0.528237988,-0.145867847,-0.642424506,-0.440435702,0.152186381,91.94,0
50461,-0.929422681,-0.230849503,2.239641833,-0.622143087,-0.747027306,0.693915739,0.297490559,0.360018432,0.129357848,-0.95690466,1.042570598,1.155328725,0.233349286,-0.506137252,-0.989754043,-0.278697895,0.205304796,-0.479279881,0.630555808,0.376663846,0.013037303,-0.032038046,0.267946397,0.112356213,-0.353984395,1.275937787,-0.021872923,0.092165928,152.13,0
50461,1.094132198,-0.096487839,-0.134685525,1.056480875,0.367171423,0.811350443,-0.022995808,0.223258438,0.192653546,0.036714015,0.020774652,0.527522132,-0.582394413,0.321003546,-0.639097119,-0.152266753,-0.375997942,-0.020008588,0.347190691,-0.063928885,-0.099118871,-0.235143293,-0.262181266,-1.153764867,0.748055792,-0.261370708,0.020138756,0.002502601,64.96,0
50461,1.146188161,0.398537707,0.635945537,1.310686187,-0.299731713,-0.686599716,0.156787561,-0.169489516,-0.245844961,-0.018173716,0.495300496,1.104391775,1.194069654,0.136972715,1.010694548,-0.357667319,-0.072623764,-0.847589344,-1.044055363,-0.10158905,0.150044252,0.56806049,-0.033025884,0.645078265,0.570959447,-0.288427339,0.043009658,0.027412868,8.36,0
50461,1.045721281,-0.140940557,0.054560537,1.242401299,-0.089777923,0.082468342,0.094634287,0.055616956,0.18017273,0.06998019,0.204934338,0.529224334,-0.77531546,0.354694193,-0.906671227,0.011332313,-0.472176758,0.296037199,0.516660325,0.005330747,-0.078747633,-0.289272168,-0.256664825,-0.351425972,0.741768408,-0.324142238,-0.002355991,0.015833,94.95,0
50462,0.81177223,-0.309383846,0.357914551,1.514102933,-0.504606145,-0.374049961,0.318479671,-0.098171618,-0.082459373,-0.009709466,1.220067366,1.499860929,0.34682123,0.177293765,-1.100126349,-0.296941198,-0.216847044,-0.132507183,0.143166387,0.237905558,0.048451512,-0.067387984,-0.240578181,0.567660431,0.632398193,-0.392564707,-0.009644419,0.042952212,183.9,0
50463,0.913371754,-0.224337283,0.609726307,1.309521461,-0.544379128,-0.162543417,-0.066099691,0.021324599,0.210629875,-0.069778713,-0.235825431,0.201625347,-0.062939505,0.251792457,1.38821882,0.104438022,-0.270247555,-0.353846606,-0.937347128,0.090239921,0.140829953,0.179846355,-0.117468663,0.078353205,0.36398038,-0.346808405,0.028879921,0.049885647,134.88,0
50463,-1.124631269,1.072927021,1.678269411,1.007855673,0.298066406,-0.008901713,0.55888135,0.099179498,-0.916094026,0.341483693,1.668613599,0.54231159,-0.249955623,0.502744191,0.88425248,-0.56807703,0.064759573,0.099088986,0.611704915,0.063708111,0.129951401,0.495604704,-0.377417215,0.250795017,0.363695386,-0.135931338,0.123586575,0.117304098,34.9,0
50464,1.108542078,0.012314728,1.518801445,1.467620825,-1.200027311,-0.498362964,-0.505352968,0.022833413,0.771085449,-0.220357984,-0.218562138,0.953291381,0.493635454,-0.43671121,0.078303644,-0.10351314,-0.085339786,-0.304258445,-0.417439648,-0.109015775,-0.018708405,0.169278253,0.051186587,0.930995199,0.360887798,-0.443900022,0.07619627,0.045433237,12.99,0
50464,1.299914452,0.069505369,0.038100568,0.032988907,0.143789639,0.122387681,-0.063500812,-0.021325994,0.058629864,-0.099123625,0.384746892,1.365983194,1.351646173,-0.069799979,-0.454184382,0.375509419,-0.821782057,0.032804913,0.953187161,0.023125824,-0.258716551,-0.596331426,-0.107729824,-0.771830031,0.493760754,0.496580521,-0.040287054,-0.008945231,4,0
50465,-1.63870252,0.889210692,1.264045772,0.073769215,0.090113227,-1.239683661,0.506666714,0.296909096,-0.768884969,-0.524750915,-0.479784955,-0.005993914,-0.176435992,0.617001881,0.823275293,0.213221937,-0.110900375,-0.617814648,0.311309996,0.002727074,-0.446564928,-1.456008125,0.307718287,0.324518796,0.143817108,-0.078502976,0.016639037,0.027874243,20.4,0
50466,-0.355296789,1.148382749,1.198036583,-0.141681417,0.326232123,-0.44605691,0.668476804,0.040818393,-0.775559359,-0.37000767,1.355027769,1.003143891,1.034559275,-0.440611189,0.113485384,0.630271936,-0.41550662,0.34744,0.315741645,0.193217637,-0.22358196,-0.559393918,-0.081611882,-0.022095105,-0.115486123,0.071613668,0.247977983,0.0866573,2.67,0
50466,-1.158467615,1.096472471,1.763688005,1.402596175,-0.768721472,0.164431969,0.364520412,0.628320087,-0.441810345,-0.537805468,-0.501774275,0.077183389,-0.710142733,0.361602528,0.480217596,-0.951379133,0.921352985,-0.673136967,0.65565865,0.195757837,-0.128133645,-0.362358949,0.106065178,0.367770847,0.260946956,-0.319486335,0.208108898,0.08917603,89.9,0
50466,1.29352612,0.090837688,0.262507536,0.523728489,-0.417339431,-0.755697912,-0.084772237,-0.059611847,0.383416513,-0.006051407,-1.004037763,-0.863791923,-1.607107956,0.609374953,1.288766625,0.542346447,-0.489254496,-0.13325084,0.082326269,-0.205490374,-0.313182658,-1.000818653,0.098853414,-0.174935478,0.215875365,0.132203523,-0.042881425,0.009684244,1.98,0
